201700020,尤翁敏,484486200012215124,女,汉,中共预备党员,香港,湖南省南阳市汝阳县吕丽水,793488,2000/12/21,18843263729,ocogthijf@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,531,n
201700021,华个几,395233199611071787,男,汉,中共党员,辽宁省,湖北省许昌市新蔡县范秀静,848114,1996/11/07,15695045112,eauomktq@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,四级,526,n
201700022,韩几,113963199503151514,女,汉,共青团员,香港,西藏自治区许昌市栾川县奚丽,823292,1995/03/15,11507059681,muajkuk@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,四级,604,n
201700023,曹丽,073026199909079178,男,壮,共青团员,山西省,黑龙江省南阳市北海街道杨伟杰,337956,1999/09/07,16205982773,suexajim@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,四级,572,n
201700024,云金,092376199507016657,男,汉,中共党员,天津市,安徽省漯河市浉河区冯叒叒,191252,1995/07/01,11093285611,ekfvfz@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,646,n
201700025,吕丽,455799199709176573,女,汉,中共预备党员,西藏自治区,福建省驻马店市汝南县卫又个,636764,1997/09/17,14429528389,itpvkjr@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,六级,603,n
201700026,郎敏杰,881351199807088705,男,汉,中共预备党员,广西壮族自治区,山西省鹤壁市通许县冯军丽,819954,1998/07/08,11426520445,aekwycguy@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,495,n
201700027,施虎个,689859199701315471,男,汉,共青团员,浙江省,河北省信阳市二七区李水丽,156645,1997/01/31,11993573941,mkteanh@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,499,n
201700028,王娟,306945199610068843,女,汉,共青团员,广东省,湖北省驻马店市项城市华又,726664,1996/10/06,10406459823,qbrlezriz@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,577,n
201700029,苏英节,551244199809117386,男,汉,中共预备党员,浙江省,河南省安阳市西平县钱三,844251,1998/09/11,15172093921,xdcnfwe@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,四级,566,n
201700030,韩静芳,447168199806124874,男,回,中共党员,贵州省,四川省鹤壁市通许县苏军,311653,1998/06/12,19141002942,wdptbebd@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,四级,612,n
201700031,秦淼,007989200009307891,女,汉,共青团员,广西壮族自治区,河北省漯河市商城县魏艳是,349339,2000/09/30,17742501268,gtreec@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,硕士,定向,英语,六级,649,n
201700032,彭伟娜,904103200001081523,女,汉,中共预备党员,江苏省,山西省信阳市原阳县云娜,671926,2000/01/08,18906929594,idfvldxe@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,四级,494,n
201700033,严静宇,487889199906017443,男,汉,共青团员,陕西省,广东省漯河市桐柏县何双几,424571,1999/06/01,14951795071,ovewpbk@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,博士,定向,英语,四级,430,n
201700034,何第艳,671899199509252744,男,土家,中共预备党员,广西壮族自治区,浙江省濮阳市义马市周个杰,257641,1995/09/25,12078169368,ukjtabr@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,六级,494,n
201700035,郎节鑫,895711199905023397,女,汉,中共党员,安徽省,贵州省商丘市轵城镇孔宇军,519394,1999/05/02,10490943532,ftmafvc@qq.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,六级,612,n
201700036,云的洋,296576199805061959,男,汉,中共预备党员,江西省,河南省南阳市二七区施又,228968,1998/05/06,16151640336,iejsjbo@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,569,n
201700037,苏八第,847959199905145388,女,汉,中共党员,内蒙古自治区,湖北省洛阳市二七区蒋伟,736598,1999/05/14,18577081033,csnbxqlgd@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,六级,449,n
201700038,赵艳,776773199508229289,男,汉,中共预备党员,四川省,江苏省商丘市淮阳区吕静,226481,1995/08/22,12394637594,szqhen@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,硕士,非定向,英语,四级,458,n
201700039,范敏伟,124018199904122745,男,汉,共青团员,重庆市,广东省许昌市华龙区韩几,147893,1999/04/12,11838355547,wxgcjqve@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,硕士,定向,英语,四级,477,n
201700040,蒋淼几,218945199907078709,男,汉,中共党员,福建省,香港南阳市夏邑县秦八个,576798,1999/07/07,16913760352,phqruvxdq@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,六级,494,n
201700041,朱洋,059062199710192521,女,汉,共青团员,香港,广西壮族自治区平顶山市遂平县金杰,898327,1997/10/19,12927772253,qkmyihx@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,489,n
201700042,曹的,965978199708068584,女,汉,共青团员,吉林省,新疆维吾尔自治区洛阳市卧龙区何金艳,521213,1997/08/06,17661896190,iywxckha@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,四级,633,n
201700043,周英双,105772199912114395,女,汉,中共预备党员,湖北省,新疆维吾尔自治区周口市栾川县李伟,324638,1999/12/11,13219926289,evlxiyivt@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,六级,635,n
201700044,孔是,689374199512087637,男,汉,中共预备党员,四川省,云南省开封市王屋镇卫水静,681592,1995/12/08,11329037944,uloqwire@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,非定向,英语,四级,635,n
201700045,卫虎,971880199807224371,女,汉,共青团员,天津市,内蒙古自治区驻马店市长垣市沈娜,595917,1998/07/22,12955489242,vdgadk@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,517,n
201700046,杨几,731121199508223605,男,汉,中共预备党员,湖北省,四川省三门峡市民权县苏第又,179289,1995/08/22,17857894037,dabsymd@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,六级,596,n
201700047,潘鑫金,636625199906189070,男,汉,共青团员,内蒙古自治区,天津市信阳市洛龙区钱个个,139331,1999/06/18,13100766556,ifixzt@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,非定向,英语,六级,458,n
201700048,武几翁,928748199607300744,男,汉,共青团员,安徽省,青海省郑州市祥符区沈磊,426947,1996/07/30,10922140745,mqrbzx@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,467,n
201700049,郎是,903100199612101816,男,汉,共青团员,贵州省,广东省漯河市虞城县葛静,822455,1996/12/10,14062647177,uyxxnog@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,硕士,定向,英语,六级,462,n
201700050,施几,049918199806127164,男,汉,中共党员,河北省,福建省南阳市通许县姜虎艳,789687,1998/06/12,16614906811,hzdjbezv@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,532,n
201700051,孙虎,476960199602058790,女,汉,中共党员,福建省,海南省商丘市唐河县赵艳个,917298,1996/02/05,12234858318,admntkilu@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,博士,定向,英语,四级,525,n
201700052,云淼,901809199905099778,女,藏,共青团员,辽宁省,山东省洛阳市封丘县许又水,472843,1999/05/09,19338816457,shrhqwiw@qq.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,476,n
201700053,潘伟雨,322318199608210505,男,汉,共青团员,上海市,辽宁省南阳市卫辉市吕伟杰,619745,1996/08/21,15145016037,fwgqvpdyw@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,428,n
201700054,苏静,110068200007089294,女,汉,共青团员,广西壮族自治区,宁夏回族自治区驻马店市鹤山区潘芳吉,198976,2000/07/08,15941325023,keijkay@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,硕士,定向,英语,六级,476,n
201700055,吕虎英,723463199908292406,男,汉,中共党员,宁夏回族自治区,内蒙古自治区开封市临颍县何双,795524,1999/08/29,11302521874,ksxbbbp@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,四级,602,n
201700056,钱静丽,593341199610142696,女,汉,共青团员,天津市,江西省济源市中站区曹杰,675433,1996/10/14,19086468866,eebznv@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,438,n
201700057,尤敏的,577184199612045146,男,汉,共青团员,上海市,江西省焦作市延津县郑强军,416486,1996/12/04,16337709380,lpzicify@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,六级,638,n
201700058,韩三,172433199804257555,男,汉,共青团员,吉林省,辽宁省商丘市上蔡县华伟是,484847,1998/04/25,18142393240,fvxsmwk@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,六级,460,n
201700059,许叒,628685200007048659,女,汉,中共预备党员,河北省,海南省驻马店市荥阳市苏淼,735195,2000/07/04,19311381364,uqinex@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,四级,575,n
201700060,杨第静,697274199903236237,男,汉,共青团员,江苏省,江苏省许昌市汝州市孙芳,687526,1999/03/23,14897889542,tbnehkwd@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,非定向,英语,四级,474,n
201700061,云的,068601199801078995,女,汉,中共党员,广西壮族自治区,上海市濮阳市牧野区秦水,598582,1998/01/07,19895807374,dvsjgfm@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,四级,493,n
201700062,卫的丽,704862199907134356,男,汉,中共预备党员,内蒙古自治区,上海市济源市内乡县王丽是,286868,1999/07/13,13285104257,tkamvowpa@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,博士,定向,英语,四级,562,n
201700063,李第,274261199905055301,男,汉,中共预备党员,广东省,河北省开封市中牟县金虎节,518393,1999/05/05,19945710508,dbarwyqok@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,447,n
201700064,孙宇丽,938352199512014641,女,汉,共青团员,上海市,安徽省郑州市文峰区王几敏,525453,1995/12/01,18784104782,cqhfnfwn@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,四级,444,n
201700065,葛雨是,966347199506106408,男,汉,共青团员,江苏省,山西省平顶山市北关区魏杰,471798,1995/06/10,17082226154,gdvwlgd@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,542,n
201700066,褚虎雨,348527199509129026,女,汉,共青团员,河北省,新疆维吾尔自治区焦作市确山县孔勇英,388438,1995/09/12,11470001561,ehdicrea@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,硕士,定向,英语,六级,520,n
201700067,葛杰又,354503199711267022,女,汉,中共党员,浙江省,云南省商丘市召陵区褚杰娟,797984,1997/11/26,16711925909,odfsjh@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,六级,537,n
201700068,何第,646915199610246120,男,汉,中共党员,山西省,四川省新乡市博爱县云静,335556,1996/10/24,18953443967,dkpjsgzt@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,博士,定向,英语,四级,556,n
201700069,朱娜洋,849237199712217244,女,汉,中共党员,北京市,安徽省焦作市汝南县郑翁,876842,1997/12/21,19580377440,pbjqfq@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,568,n
201700070,魏是,327548199612059444,男,汉,中共预备党员,广西壮族自治区,河南省濮阳市民权县赵的娜,619279,1996/12/05,12091690890,gystnvd@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,560,n
201700071,周又,004712200008074854,女,汉,共青团员,陕西省,北京市平顶山市南召县许娜,553986,2000/08/07,14464182337,ugfsiqui@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,502,n
201700072,云宇宇,606909199812139195,女,汉,共青团员,吉林省,天津市开封市浚县华的,718336,1998/12/13,13318466698,mgnmuns@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,六级,427,n
201700073,彭个水,190533199512039234,男,汉,共青团员,西藏自治区,海南省许昌市清丰县何鑫几,448672,1995/12/03,15431010544,cusvwpja@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,博士,定向,英语,四级,575,n
201700074,冯的洋,508000199911018747,男,汉,共青团员,湖南省,重庆市漯河市杞县华的,363577,1999/11/01,15159393812,vaocozlow@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,485,n
201700075,姜几又,562626199505154249,女,壮,共青团员,江西省,贵州省商丘市凤泉区施个是,837756,1995/05/15,16503367134,nxmskngf@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,硕士,定向,英语,四级,429,n
201700076,范娟强,750129199610302901,女,汉,中共预备党员,甘肃省,广东省安阳市方城县潘娜,156459,1996/10/30,15660729503,akvtruda@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,六级,531,n
201700077,施淼吉,719059199811106844,男,汉,共青团员,辽宁省,重庆市三门峡市淮阳区秦强,827961,1998/11/10,17029980058,qwiqmrxqn@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,577,n
201700078,冯丽个,394264200012174365,女,汉,中共党员,四川省,四川省安阳市孟州市孙敏娜,369348,2000/12/17,19080873963,kznhev@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,硕士,定向,英语,四级,609,n
201700079,金翁,454267199507053992,男,汉,共青团员,江西省,澳门济源市武陟县孔第叕,157225,1995/07/05,12148585156,kxikkljdb@qq.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,445,n
201700080,华叕,754929199502022756,男,汉,共青团员,台湾省,黑龙江省三门峡市西峡县朱金娟,438688,1995/02/02,17628231494,anboeuz@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,600,n
201700081,李双,230026200005065643,男,汉,中共党员,云南省,上海市漯河市殷都区葛个磊,764639,2000/05/06,13624339393,zphhenba@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,六级,477,n
201700082,陶秀,599243199608224260,女,汉,共青团员,湖北省,江苏省新乡市邵原镇金强敏,313216,1996/08/22,15546615356,pbgnwyfb@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,525,n
201700083,陈伟娟,300535199806284724,女,汉,共青团员,浙江省,内蒙古自治区漯河市管城回族区蒋个,449715,1998/06/28,16670057281,wpywqmzah@163.com,合肥工业大学宣城校区,文法学院,法学,2017,硕士,定向,英语,六级,477,n
201700084,杨水伟,643803199712039536,女,汉,中共党员,北京市,黑龙江省新乡市淇滨区金杰,324621,1997/12/03,19142110166,vhhaqinu@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,553,n
201700085,孔第秀,900980199606181942,男,汉,共青团员,澳门,上海市郑州市范县何个,993719,1996/06/18,15488683787,wnyhbvv@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,447,n
201700086,彭吉秀,256383200010117971,男,汉,中共预备党员,宁夏回族自治区,海南省驻马店市方城县韩芳,113147,2000/10/11,18660046731,zniaqrq@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,四级,549,n
201700087,严又三,105979199901020805,男,汉,中共党员,四川省,台湾省三门峡市新安县沈吉,624347,1999/01/02,18053612435,pimmppact@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,451,n
201700088,云金洋,391153199803177380,女,汉,共青团员,黑龙江省,海南省周口市南召县吕雨宇,958439,1998/03/17,12934618279,uyzkyuwp@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,六级,534,n
201700089,孔虎翁,510223199705081490,女,汉,中共党员,西藏自治区,广西壮族自治区新乡市浉河区范娜,464717,1997/05/08,19961997975,trxpufzm@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,469,n
201700090,孔秀鑫,878266200011213037,女,藏,共青团员,湖北省,山东省平顶山市建安区何第军,256261,2000/11/21,10505616776,jvuwop@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,硕士,定向,英语,六级,612,n
201700091,葛叕,577266199904074045,男,汉,中共党员,山东省,江西省信阳市襄城县陈三,186785,1999/04/07,12437182953,snhxuvbyu@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,博士,定向,英语,四级,590,n
201700092,韩第艳,812591199708279291,男,汉,共青团员,重庆市,重庆市济源市汝州市陶宇是,965284,1997/08/27,11603934855,tkffvgg@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,六级,537,n
201700093,韩个,196562199806220631,男,汉,中共党员,香港,甘肃省许昌市宝丰县陶是,667197,1998/06/22,10600395686,ckeodmisg@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,六级,447,n
201700094,沈丽,220712200011271075,女,汉,中共预备党员,吉林省,上海市鹤壁市西工区赵勇淼,417688,2000/11/27,18915834826,qdsecit@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,六级,481,n
201700095,钱叕,967871199912160959,男,苗,中共党员,辽宁省,内蒙古自治区开封市临颍县李几,118172,1999/12/16,18400200887,onrimmwg@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,六级,429,n
201700096,冯英,049689199706094731,女,汉,共青团员,山东省,海南省周口市北关区许宇强,245322,1997/06/09,17832479505,oxsljlk@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,544,n
201700097,孔水又,461099199806111836,男,土家,中共党员,海南省,青海省许昌市五龙口镇施军雨,478962,1998/06/11,16273802382,tbnrepyqy@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,博士,定向,英语,四级,556,n
201700098,李个,278254199509054481,女,汉,中共预备党员,贵州省,澳门南阳市新县严几,979746,1995/09/05,10421069563,jeuhti@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,638,n
201700099,蒋几娜,915622199508178578,男,汉,共青团员,重庆市,重庆市焦作市克井镇何娜双,277982,1995/08/17,12415163022,ivyqet@qq.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,四级,587,n
201700100,苏艳个,157278199604227405,女,汉,共青团员,江苏省,广西壮族自治区信阳市商水县冯磊,852423,1996/04/22,14397426184,rnzntcjna@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,定向,英语,四级,632,n
201700101,范芳第,170310199905021993,女,汉,共青团员,上海市,重庆市安阳市石龙区蒋强,474862,1999/05/02,10757475790,eliqfna@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,548,n
201700102,苏个,657013200004029492,女,汉,中共党员,江苏省,江西省济源市安阳县潘强,375639,2000/04/02,18896660194,ckjhcwizu@163.com,合肥工业大学宣城校区,经济系,国际贸易,2017,硕士,定向,英语,四级,498,n
201700103,曹秀,726216199511178531,男,汉,中共预备党员,山西省,浙江省焦作市内黄县蒋水,226627,1995/11/17,16613431924,mchlgbrbo@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,硕士,定向,英语,四级,475,n
201700104,何双,228403199711044572,男,土家,共青团员,黑龙江省,湖北省许昌市栾川县孙雨,983942,1997/11/04,19040749613,xumfvdz@qq.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,627,n
201700105,周敏几,032343199711017065,女,汉,共青团员,台湾省,甘肃省郑州市顺河回族区孙杰静,254868,1997/11/01,14666354787,vjuznsvi@qq.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,451,n
201700106,陈个叕,371351199903145764,女,汉,中共党员,内蒙古自治区,江苏省南阳市玉泉街道魏吉,937624,1999/03/14,13215584513,tpkgxsfvq@qq.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,427,n
201700107,何鑫第,319010199812174898,女,汉,中共预备党员,新疆维吾尔自治区,江苏省信阳市濮阳县范第,229633,1998/12/17,18921994387,xqlufhbd@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,464,n
201700108,张秀八,960346199711027734,女,汉,中共党员,山西省,福建省济源市惠济区冯又,192831,1997/11/02,10616984150,chrvyqej@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,硕士,定向,英语,四级,559,n
201700109,朱勇,494433199606017665,男,汉,中共预备党员,新疆维吾尔自治区,青海省许昌市延津县武磊雨,817499,1996/06/01,18533152617,ouqqoh@163.com,合肥工业大学宣城校区,计算机与信息系,计算机科学与技术,2017,本科,定向,英语,六级,616,n
201700110,潘强双,769788199910247039,男,汉,共青团员,辽宁省,山西省平顶山市鄢陵县朱磊,247772,1999/10/24,12746953626,eypfetvq@163.com,合肥工业大学宣城校区,管理学院,管理学,2017,本科,定向,英语,四级,509,n
201700111,卫三,104066199809197954,女,汉,共青团员,江西省,台湾省安阳市浉河区沈强秀,619449,1998/09/19,18406332559,aolcxdh@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,610,n
201700112,魏个,690688199512020087,男,汉,共青团员,甘肃省,北京市信阳市承留镇魏英,187862,1995/12/02,13960998632,cxpnehgma@163.com,合肥工业大学宣城校区,文法学院,法学,2017,本科,定向,英语,四级,643,n
201700113,云叒,678153199907019859,男,汉,中共预备党员,天津市,福建省许昌市南乐县秦几宇,298248,1999/07/01,12478297948,oafgnnodn@163.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,定向,英语,四级,513,n
201700114,郎娜叒,682432199609056443,女,汉,共青团员,福建省,福建省洛阳市源汇区奚又,181667,1996/09/05,15326369683,qaetxbd@qq.com,合肥工业大学宣城校区,机械工程学院,机械工程,2017,本科,非定向,英语,四级,558,n
201700115,尤杰娜,354371199912037228,男,汉,中共党员,福建省,青海省濮阳市长葛市陶金,787931,1999/12/03,15638765134,ryctezms@163.com,合肥工业大学宣城校区,化工系,化学工程,2017,本科,定向,英语,四级,429,n
201700116,卫磊,271221200003303166,男,汉,共青团员,山东省,澳门商丘市太康县李艳,945654,2000/03/30,13206419542,kyqtozo@qq.com,合肥工业大学宣城校区,经济系,国际贸易,2017,本科,非定向,英语,四级,529,n
